Session ID,u1770058516814
Completed At,2026-02-02 19:11:02.318Z
Created At,2026-02-02 18:55:16.814Z

User Data
prolificId,58cc6e1293dac30001d4abc6
age,55
gender,male
feedback,"Hi!
I think actually observing, then playing, made it easier to get the gist of the game as the instructions were a tad confusing initially."
timestamp,1770059573777

Comprehension Check
Passed,TRUE

Level: comprehension_check
2026-02-02 19:02:57.943Z,GAME_ACTION,down,4.0,5.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:58.407Z,GAME_ACTION,down,4.0,6.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:59.255Z,GAME_ACTION,right,4.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:02:59.704Z,GAME_ACTION,right,5.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:03:00.162Z,GAME_ACTION,right,6.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:03:00.642Z,GAME_ACTION,right,7.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:03:01.084Z,GAME_ACTION,right,8.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:03:01.558Z,GAME_ACTION,right,9.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:03:01.558Z,INTERACTION,,9.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,treasure_interaction,A
2026-02-02 19:03:01.558Z,LEVEL_COMPLETE,,9.0,7.0,,4.0,1.0,3.0,4.0,,experienced2,,experienced2,,,
2026-02-02 19:03:04.560Z,LEVEL_COMPLETE,,9.0,7.0,,4.0,1.0,3.0,4.0,17.0,experienced2,,experienced2,,,

Level: sm541_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-02-02 19:06:22.492Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:06:22.498Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:06:38.837Z,AGENT_OBSERVE,,0.0,7.0,2.0,,,5.0,4.0,,,,experienced1,,,
2026-02-02 19:06:39.931Z,AGENT_OBSERVE,,0.0,7.0,2.0,,,5.0,3.0,,,,experienced1,,,
2026-02-02 19:06:40.463Z,AGENT_OBSERVE,,0.0,7.0,2.0,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:06:41.070Z,AGENT_OBSERVE,,0.0,7.0,2.0,,,4.0,2.0,,,,experienced1,,,
2026-02-02 19:06:41.831Z,AGENT_OBSERVE,,0.0,7.0,2.0,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:44.528Z,GAME_ACTION,up,0.0,7.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:46.772Z,GAME_ACTION,up,0.0,7.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:47.919Z,GAME_ACTION,down,0.0,7.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:48.453Z,GAME_ACTION,down,0.0,8.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:49.554Z,GAME_ACTION,right,0.0,9.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:50.049Z,GAME_ACTION,right,1.0,9.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:50.599Z,GAME_ACTION,right,2.0,9.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:51.069Z,GAME_ACTION,right,3.0,9.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:51.556Z,GAME_ACTION,right,4.0,9.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:52.921Z,GAME_ACTION,up,5.0,8.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:53.384Z,GAME_ACTION,up,5.0,7.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:53.822Z,GAME_ACTION,up,5.0,6.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:54.301Z,GAME_ACTION,up,5.0,5.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:54.759Z,GAME_ACTION,up,5.0,4.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:55.255Z,GAME_ACTION,up,5.0,3.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:56.341Z,GAME_ACTION,left,5.0,2.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:56.784Z,GAME_ACTION,left,4.0,2.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:57.286Z,GAME_ACTION,left,3.0,2.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:57.963Z,GAME_ACTION,up,2.0,2.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:58.434Z,GAME_ACTION,up,2.0,1.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:06:58.434Z,INTERACTION,,2.0,1.0,,,,3.0,2.0,,,,experienced1,,wizard_interaction,blueAmulet
2026-02-02 19:07:00.598Z,GAME_ACTION,down,2.0,1.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:01.697Z,GAME_ACTION,right,2.0,2.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:02.216Z,GAME_ACTION,right,3.0,2.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:04.748Z,GAME_ACTION,right,4.0,2.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:05.895Z,GAME_ACTION,down,5.0,2.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:06.416Z,GAME_ACTION,down,5.0,3.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:06.968Z,GAME_ACTION,down,5.0,4.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:07.831Z,GAME_ACTION,left,5.0,5.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:08.281Z,GAME_ACTION,left,4.0,5.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:08.827Z,GAME_ACTION,left,3.0,5.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:09.294Z,GAME_ACTION,left,2.0,5.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:09.851Z,GAME_ACTION,left,1.0,5.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:09.851Z,INTERACTION,,1.0,5.0,,,,3.0,2.0,,,,experienced1,,treasure_interaction,A
2026-02-02 19:07:09.851Z,LEVEL_COMPLETE,,1.0,5.0,,,,3.0,2.0,,,,experienced1,,,
2026-02-02 19:07:12.853Z,LEVEL_COMPLETE,,1.0,5.0,,,,3.0,2.0,19.0,,,experienced1,,,

Level: sm543_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-02-02 19:03:59.277Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:03:59.279Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:04:21.074Z,AGENT_OBSERVE,,3.0,0.0,3.0,1.0,9.0,,,,experienced1,,,,,
2026-02-02 19:04:22.004Z,AGENT_OBSERVE,,3.0,0.0,3.0,2.0,9.0,,,,experienced1,,,,,
2026-02-02 19:04:22.536Z,AGENT_OBSERVE,,3.0,0.0,3.0,3.0,9.0,,,,experienced1,,,,,
2026-02-02 19:04:23.031Z,AGENT_OBSERVE,,3.0,0.0,3.0,4.0,9.0,,,,experienced1,,,,,
2026-02-02 19:04:23.534Z,AGENT_OBSERVE,,3.0,0.0,3.0,5.0,9.0,,,,experienced1,,,,,
2026-02-02 19:04:24.081Z,AGENT_OBSERVE,,3.0,0.0,3.0,5.0,8.0,,,,experienced1,,,,,
2026-02-02 19:04:24.614Z,AGENT_OBSERVE,,3.0,0.0,3.0,5.0,7.0,,,,experienced1,,,,,
2026-02-02 19:04:25.078Z,AGENT_OBSERVE,,3.0,0.0,3.0,5.0,6.0,,,,experienced1,,,,,
2026-02-02 19:04:25.574Z,AGENT_OBSERVE,,3.0,0.0,3.0,5.0,5.0,,,,experienced1,,,,,
2026-02-02 19:04:26.069Z,AGENT_OBSERVE,,3.0,0.0,3.0,6.0,5.0,,,,experienced1,,,,,
2026-02-02 19:04:29.144Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,9.0,9.0,,experienced1,,experienced1,,,
2026-02-02 19:04:29.723Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,8.0,9.0,,experienced1,,experienced1,,,
2026-02-02 19:04:30.194Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,7.0,9.0,,experienced1,,experienced1,,,
2026-02-02 19:04:30.636Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,6.0,9.0,,experienced1,,experienced1,,,
2026-02-02 19:04:31.206Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,5.0,9.0,,experienced1,,experienced1,,,
2026-02-02 19:04:31.672Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,5.0,8.0,,experienced1,,experienced1,,,
2026-02-02 19:04:32.190Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,5.0,7.0,,experienced1,,experienced1,,,
2026-02-02 19:04:32.744Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,5.0,6.0,,experienced1,,experienced1,,,
2026-02-02 19:04:33.224Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,5.0,5.0,,experienced1,,experienced1,,,
2026-02-02 19:04:33.726Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,5.0,4.0,,experienced1,,experienced1,,,
2026-02-02 19:04:34.266Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,5.0,3.0,,experienced1,,experienced1,,,
2026-02-02 19:04:34.845Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,5.0,2.0,,experienced1,,experienced1,,,
2026-02-02 19:04:35.361Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,4.0,2.0,,experienced1,,experienced1,,,
2026-02-02 19:04:35.893Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,3.0,2.0,,experienced1,,experienced1,,,
2026-02-02 19:04:36.405Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,3.0,1.0,,experienced1,,experienced1,,,
2026-02-02 19:04:36.981Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,3.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:37.566Z,AGENT_OBSERVE,,3.0,0.0,2.0,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:39.644Z,GAME_ACTION,right,3.0,0.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:40.087Z,GAME_ACTION,right,4.0,0.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:40.087Z,INTERACTION,,4.0,0.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,wizard_interaction,blueAmulet
2026-02-02 19:04:42.915Z,GAME_ACTION,left,4.0,0.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:44.219Z,GAME_ACTION,down,3.0,0.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:45.014Z,GAME_ACTION,down,3.0,1.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:47.085Z,GAME_ACTION,right,3.0,2.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:47.856Z,GAME_ACTION,right,4.0,2.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:48.471Z,GAME_ACTION,down,5.0,2.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:49.012Z,GAME_ACTION,down,5.0,3.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:49.634Z,GAME_ACTION,down,5.0,4.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:50.534Z,GAME_ACTION,left,5.0,5.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:50.984Z,GAME_ACTION,left,4.0,5.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:51.504Z,GAME_ACTION,left,3.0,5.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:51.989Z,GAME_ACTION,left,2.0,5.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:52.574Z,GAME_ACTION,left,1.0,5.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:52.574Z,INTERACTION,,1.0,5.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,treasure_interaction,A
2026-02-02 19:04:52.574Z,LEVEL_COMPLETE,,1.0,5.0,,6.0,5.0,4.0,0.0,,experienced1,,experienced1,,,
2026-02-02 19:04:55.575Z,LEVEL_COMPLETE,,1.0,5.0,,6.0,5.0,4.0,0.0,-5.0,experienced1,,experienced1,,,

Level: sm612_1
Timestamp,Type,Player Action,Player X,Player Y,Observed Agent ID,NPC 1 X,NPC 1 Y,NPC 2 X,NPC 2 Y,Steps Remaining,NPC 1 Path Type,NPC 1 Path Index,NPC 2 Path Type,NPC 2 Path Index,Interaction Type,Interaction Details
2026-02-02 19:08:03.698Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:08:03.699Z,LEVEL_START,,,,,,,,,,,,,,,
2026-02-02 19:08:18.550Z,AGENT_OBSERVE,,10.0,8.0,2.0,,,6.0,2.0,,,,experienced1,,,
2026-02-02 19:08:21.025Z,AGENT_OBSERVE,,10.0,8.0,2.0,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:23.036Z,GAME_ACTION,left,10.0,8.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:23.522Z,GAME_ACTION,left,9.0,8.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:24.010Z,GAME_ACTION,left,8.0,8.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:24.662Z,GAME_ACTION,left,7.0,8.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:25.577Z,GAME_ACTION,up,6.0,8.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:26.005Z,GAME_ACTION,up,6.0,7.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:26.470Z,GAME_ACTION,up,6.0,6.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:26.891Z,GAME_ACTION,up,6.0,5.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:27.328Z,GAME_ACTION,up,6.0,4.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:27.828Z,GAME_ACTION,up,6.0,3.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:28.668Z,GAME_ACTION,left,6.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:29.089Z,GAME_ACTION,left,5.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:29.485Z,GAME_ACTION,left,4.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:29.868Z,GAME_ACTION,left,3.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:30.336Z,GAME_ACTION,left,2.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:30.873Z,GAME_ACTION,left,1.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:30.873Z,INTERACTION,,1.0,2.0,,,,5.0,2.0,,,,experienced1,,wizard_interaction,blueAmulet
2026-02-02 19:08:32.157Z,GAME_ACTION,right,1.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:32.590Z,GAME_ACTION,right,2.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:33.056Z,GAME_ACTION,right,3.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:33.513Z,GAME_ACTION,right,4.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:33.947Z,GAME_ACTION,right,5.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:34.555Z,GAME_ACTION,down,6.0,2.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:35.027Z,GAME_ACTION,down,6.0,3.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:35.440Z,GAME_ACTION,down,6.0,4.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:36.716Z,GAME_ACTION,left,6.0,5.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:37.098Z,GAME_ACTION,left,5.0,5.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:37.510Z,GAME_ACTION,left,4.0,5.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:37.900Z,GAME_ACTION,left,3.0,5.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:38.345Z,GAME_ACTION,left,2.0,5.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:38.762Z,GAME_ACTION,left,1.0,5.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:38.763Z,INTERACTION,,1.0,5.0,,,,5.0,2.0,,,,experienced1,,treasure_interaction,A
2026-02-02 19:08:38.763Z,LEVEL_COMPLETE,,1.0,5.0,,,,5.0,2.0,,,,experienced1,,,
2026-02-02 19:08:41.764Z,LEVEL_COMPLETE,,1.0,5.0,,,,5.0,2.0,20.0,,,experienced1,,,

